t,new.us
291,0.13556748076644082
292,0.13594199085498773
293,0.13601511467557126
294,0.13607544636376984
295,0.13632303309624189
296,0.13640903977355354
297,0.1359505189432443
298,0.13622550442734946
299,0.13638717520685303
300,0.13657697053273493
301,0.1361394070256947
302,0.13614221948033256
303,0.13685449629844826
304,0.13646093409783863
305,0.1366598018580361
306,0.13671686746988104
307,0.13657288793729283
308,0.1367930759181319
309,0.13729904557991154
310,0.13726003411235457
311,0.13745681521265943
312,0.13736091958194377
313,0.13790771519814346
314,0.13773334301059814
315,0.13775711278850494
316,0.13758373856873432
317,0.13755352736246348
318,0.13784838147771963
319,0.1374073704456395
320,0.1377611046596038
321,0.13756450500798534
322,0.13776609449847738
323,0.13751678400348538
324,0.1374546378284237
325,0.13741789446944558
326,0.1377280809986951
327,0.13783295833938317
328,0.13758473653650904
329,0.13774187109885466
330,0.13786008491798668
331,0.13787260487734218
332,0.13792767455363775
333,0.13800379227754542
334,0.1378030193061418
335,0.13799626215706354
336,0.13784030701117875
337,0.13815412251415454
338,0.13790771519814343
339,0.13836378647118755
340,0.13864013282043994
341,0.13866118086805204
342,0.13817290245318792
343,0.13851357236173764
344,0.138453785019598
345,0.13886803237044715
346,0.13901155828131959
347,0.13862951807229065
348,0.13894678110030637
349,0.13872740963855573
350,0.13855793656554086
351,0.1386857671650472
352,0.13890795108143578
353,0.13894995645231684
354,0.13908259544201051
355,0.13869465815067655
356,0.138945964581218
357,0.13871053491072877
358,0.138915118304545
359,0.13970750471766744
360,0.13915962040934973
361,0.1394920344026724
362,0.1395529104369299
363,0.13918484177674706
364,0.13953748729859344
365,0.13913712077224713
366,0.1396293910582103
367,0.13956597474234442
368,0.13936139134852812
369,0.1394511177239092
370,0.1396348345187996
371,0.13970151691101904
372,0.13970478298737263
373,0.1395157134562361
374,0.13981374292350277
375,0.13993885179271456
376,0.1397143997677473
377,0.13990437654231536
378,0.14004191464653942
379,0.1398880461605474
380,0.14000698577442452
381,0.14004508999854998
382,0.14033459137756005
383,0.1401369030338236
384,0.1401646646828293
385,0.14032424880244024
386,0.14005833575265064
387,0.1401640296124272
388,0.14014969516620854
389,0.1400508963565119
390,0.13986817752939623
391,0.1400338401799986
392,0.14019632747859062
393,0.14031218246480046
394,0.1401897046015403
395,0.14038430831760934
396,0.14019106546668764
397,0.14067045289592267
398,0.1408225976193948
399,0.1412557156336204
400,0.1411331470460169
401,0.14081778922920754
402,0.14093818043257522
403,0.14108206924082028
404,0.14128765060241122
405,0.14144805124111062
406,0.14125716722311085
407,0.141211805051533
408,0.14171831905937163
409,0.14108524459283076
410,0.14138753810422566
411,0.14129690448541307
412,0.14148942154158958
413,0.14118640223544937
414,0.14115555595877644
415,0.14124591740455955
416,0.14126052402380757
417,0.14115446726665848
418,0.14095931920453056
419,0.141358597038759
420,0.14138617723907837
421,0.14103570910146768
422,0.1415095623457701
423,0.14146093409783872
424,0.14141158005516202
425,0.14173691754971857
426,0.1416745899259705
427,0.141907297866165
428,0.1416976339091321
429,0.1421265786035725
430,0.14222846204093642
431,0.14231274495572813
432,0.1424810386122821
433,0.14276790898534053
434,0.1427366090869517
435,0.14308036362316898
436,0.14285881477718262
437,0.14282760560313704
438,0.14296913557845992
439,0.14281499491943833
440,0.14305006169255488
441,0.14276636667150683
442,0.14338819131949648
443,0.1431003229786632
444,0.14335553055596031
445,0.14327133836551176
446,0.14324883872840916
447,0.1432877594716231
448,0.14351529612425756
449,0.14368123094788948
450,0.14351139497750204
451,0.1437305849905663
452,0.14369982943823642
453,0.14350468137610836
454,0.1436434896211367
455,0.14367841849325172
456,0.14327914065902322
457,0.1435212839309059
458,0.1435721802874163
459,0.14332241617070848
460,0.1435052257221673
461,0.14358088982435926
462,0.14372450645957482
463,0.1438037088111498
464,0.14370536362316896
465,0.14403995500072747
466,0.1441223327043128
467,0.1439819821454508
468,0.14414310857889556
469,0.14383174263318493
470,0.1443703730585007
471,0.14424517346494567
472,0.14420997241980124
473,0.14439904195093783
474,0.14459972419799838
475,0.1447925134272044
476,0.14452886848599378
477,0.1449074611699827
478,0.1447648425025419
479,0.14473054870082902
480,0.14442226738278577
481,0.14462258673247366
482,0.14440103788648737
483,0.14452805196690538
484,0.14455408985339108
485,0.14475177819712748
486,0.1448806974887518
487,0.14474216141675295
488,0.14480566845696194
489,0.1448735302656425
490,0.14490873131078702
491,0.1448693569458574
492,0.14466123530265806
493,0.14471857308753253
494,0.14515196327478755
495,0.14489820728698086
496,0.1448380570474687
497,0.1448558390187272
498,0.144919799680652
499,0.1452182827696345
500,0.14529984395413148
