t,greedy,new,new greedy ver.,tabu
469,0.1415819604,0.1438317426,0.1695842103,0.1583716795
470,0.1413709355,0.1443703731,0.1694036689,0.1586287016
471,0.1412460081,0.1442451735,0.1696800152,0.1583620627
472,0.1412423792,0.1442099724,0.169868994,0.158525548
473,0.141406318,0.144399042,0.1694937582,0.1578975541
474,0.1413857236,0.1445997242,0.1696637756,0.1578295108
475,0.1411006677,0.1447925134,0.1698023117,0.1580620373
476,0.1410141167,0.1445288685,0.1694763391,0.1579036326
477,0.1411882167,0.1449074612,0.1701545943,0.1578375853
478,0.1409289265,0.1447648425,0.1702768,0.1578104587
479,0.1409428074,0.1447305487,0.1700701299,0.1579277653
480,0.1410840652,0.1444222674,0.1705459791,0.1578667078
481,0.1409099652,0.1446225867,0.1701302802,0.1579679562
482,0.1408687763,0.1444010379,0.1705108688,0.1582818624
483,0.1407111881,0.144528052,0.170173102,0.1578751452
484,0.1406546669,0.1445540899,0.1702293511,0.1583274967
485,0.1403446618,0.1447517782,0.170488097,0.158132893
486,0.1402628284,0.1448806975,0.1696436348,0.1577370627
487,0.1405132276,0.1447421614,0.1695833031,0.1585387937
488,0.140199775,0.1448056685,0.1698454057,0.1579761214
489,0.14036072,0.1448735303,0.1704243178,0.1583845623
490,0.1398775221,0.1449087313,0.1700948977,0.1583864676
491,0.1399681558,0.1448693569,0.1709224851,0.1591216976
492,0.1399331362,0.1446612353,0.1710356184,0.1586454856
493,0.1400842829,0.1447185731,0.1711673501,0.1588845442
494,0.139908187,0.1451519633,0.170986718,0.1588300189
495,0.1398041261,0.1448982073,0.1705040645,0.1592008093
496,0.1400178727,0.144838057,0.1710506786,0.1588507947
497,0.1398037632,0.144855839,0.1715091087,0.1592016258
498,0.1402439578,0.1449197997,0.1714349869,0.1588037088
499,0.1399723291,0.1452182828,0.1713233053,0.1585641965
500,0.1401164901,0.145299844,0.1714632022,0.1589289084
