t,new.greedy.us
290,0.16473553853970263
291,0.1643033277689086
292,0.16464172956887962
293,0.1643622985919599
294,0.16450401001596915
295,0.16428636231673857
296,0.16399332268834546
297,0.16381432355929906
298,0.16373421396429266
299,0.16400439105821052
300,0.16395422049644542
301,0.16394950283060125
302,0.16404775729423887
303,0.16460017781971428
304,0.16480966032806096
305,0.164791606183773
306,0.16485847002467874
307,0.1649408477282642
308,0.16487443750907418
309,0.1647946908114402
310,0.16504772100450166
311,0.16516058208738732
312,0.1643544962984486
313,0.16508010959500843
314,0.1655200319349705
315,0.16529793874292525
316,0.16540426767310373
317,0.16504472710117754
318,0.1649358578893906
319,0.164902289882423
320,0.1647934206706361
321,0.16467702133836717
322,0.1651604006387011
323,0.16549916533604464
324,0.16550188706633928
325,0.16558054507185532
326,0.16590107417622463
327,0.16579837421977234
328,0.16589998548410684
329,0.1664414283640602
330,0.1662811184497041
331,0.1661412215125579
332,0.16608206924082042
333,0.166130788213095
334,0.1666691464653812
335,0.1661464835244609
336,0.16627921323849787
337,0.16605058789374533
338,0.1659878973726247
339,0.16610583901872714
340,0.1660618377122966
341,0.1660827043112224
342,0.16618921469008727
343,0.16670625272173198
344,0.1673127449557283
345,0.16734477064886216
346,0.16727309841776913
347,0.16694413194948635
348,0.1673522100450009
349,0.1666161634489783
350,0.1674569059370027
351,0.16767255770068396
352,0.16745082740601128
353,0.16781780737407614
354,0.16739557628102925
355,0.16758636957468598
356,0.16737135288140687
357,0.16782551894324454
358,0.16807274277834394
359,0.16798165553781558
360,0.16766357599071144
361,0.16849334083321404
362,0.16825047176658608
363,0.16901818115837025
364,0.16881940412251584
365,0.16860847002467869
366,0.16851447960516933
367,0.16855022499637268
368,0.16846866381187586
369,0.16838283858325032
370,0.16812599796777644
371,0.16835752649150987
372,0.16805214835244756
373,0.168273062128032
374,0.16809360937726983
375,0.16851094135578631
376,0.16855594062999157
377,0.16802248149223567
378,0.16811547394397036
379,0.16808517201335632
380,0.1677624655247513
381,0.16754055378139232
382,0.1678575446363786
383,0.16790562853825106
384,0.16824865727972307
385,0.1679966250544363
386,0.16796006314414455
387,0.1679144287995372
388,0.1683662360284528
389,0.16781100304833957
390,0.16752912251415464
391,0.16774196182319812
392,0.16808399259689527
393,0.16764624764116873
394,0.16757457541007575
395,0.16753402162868514
396,0.16761385905066215
397,0.16761939323559472
398,0.16780565031209335
399,0.16717575119756303
400,0.1677682718827132
401,0.16747677456815374
402,0.16809242996080875
403,0.1687557156336205
404,0.16814069531136772
405,0.16840724343155927
406,0.16798102046741348
407,0.16802166497314736
408,0.16795071853679938
409,0.16813597764552365
410,0.1684892582377721
411,0.1682919327914083
412,0.1682110066773133
413,0.16792985193787363
414,0.16807900275802173
415,0.16811520177094094
416,0.16826253810422584
417,0.16818442444476867
418,0.16821989766294262
419,0.1687240528378591
420,0.1684726556829745
421,0.16889651981419834
422,0.16872060531281916
423,0.16886041152562234
424,0.16868522281898846
425,0.16883954492669645
426,0.16893534983306893
427,0.16927012265931368
428,0.1690039374364946
429,0.1692281172884326
430,0.16878837639715655
431,0.16909148642763996
432,0.1686067462621587
433,0.16940022136739905
434,0.16919636376832806
435,0.1686791442879969
436,0.1686135505878953
437,0.16874546378284386
438,0.1686301531426929
439,0.16864122151255792
440,0.16803055595877658
441,0.168825936275223
442,0.16868839817099887
443,0.16833221439976925
444,0.16836596385542332
445,0.1690252576571363
446,0.1688166823922212
447,0.16883782116417645
448,0.16920525475395723
449,0.16927565684424603
450,0.16979505370881276
451,0.1695337676005242
452,0.17018707359558868
453,0.16983905501524327
454,0.16990111046596176
455,0.1701154013644957
456,0.17022835317172474
457,0.1699295071853696
458,0.1698832377703603
459,0.1697547721004517
460,0.1699136304253174
461,0.1695314994919454
462,0.1697219298882293
463,0.17001315502975928
464,0.16973962113514468
465,0.16913775584264942
466,0.16938579619683722
467,0.1696574248802456
468,0.1700948069385995
469,0.16958421033531879
470,0.16940366889243896
471,0.16968001524169143
472,0.16986899404848485
473,0.1694937581651927
474,0.1696637755842665
475,0.1698023116562653
476,0.16947633909130666
477,0.17015459428073915
478,0.1702767999709699
479,0.17007012991726106
480,0.17054597909711292
481,0.17013028015677334
482,0.17051086877631175
483,0.17017310204674296
484,0.1702293511394995
485,0.17048809696617967
486,0.16964363478008596
487,0.16958330309188735
488,0.16984540571926426
489,0.17042431775294117
490,0.17009489766294267
491,0.17092248512120936
492,0.1710356183771246
493,0.17116735012338682
494,0.1709867179561637
495,0.1705040644505751
496,0.17105067861808845
497,0.1715091087240545
498,0.1714349869356964
499,0.1713233052692717
500,0.17146320220641778
