t,tabu.us
354,0.158554126143
355,0.159278197126
356,0.159246352881
357,0.159243540427
358,0.159344335172
359,0.159471802874
360,0.159286725214
361,0.159448486718
362,0.159331361591
363,0.159128774133
364,0.159318297286
365,0.159329910001
366,0.159095206126
367,0.159463274786
368,0.159170598055
369,0.158989330817
370,0.15897853462
371,0.158841813035
372,0.158968736391
373,0.159031064015
374,0.159256695457
375,0.15953730585
376,0.15966431993
377,0.15935014153
378,0.159381441428
379,0.159302964872
380,0.159313761068
381,0.159385161126
382,0.159651255625
383,0.159261231674
384,0.159309859922
385,0.159123421396
386,0.159628755988
387,0.159109449848
388,0.159377903179
389,0.159126868921
390,0.159149731456
391,0.158836097402
392,0.158835099434
393,0.158399259689
394,0.158366961823
395,0.158506132966
396,0.15845442009
397,0.158540608216
398,0.158642038031
399,0.158613822761
400,0.158962476412
401,0.159101647554
402,0.159084047031
403,0.158836732472
404,0.158959663957
405,0.159107726085
406,0.158551858035
407,0.158933444622
408,0.158570910147
409,0.159000580636
410,0.158954401945
411,0.15837984468
412,0.158783386558
413,0.158873294382
414,0.158907406735
415,0.158846802874
416,0.159236554652
417,0.159136304253
418,0.159163793729
419,0.158930178546
420,0.158865038467
421,0.158820220642
422,0.158903414864
423,0.158859232109
424,0.159073341559
425,0.15895031935
426,0.158930450719
427,0.158756713601
428,0.158628520105
429,0.158725504427
430,0.158462131659
431,0.158562382059
432,0.158464127595
433,0.158785654667
434,0.158499600813
435,0.15866916461
436,0.158849978226
437,0.158591413848
438,0.158542694876
439,0.158061311511
440,0.158262901002
441,0.15824448396
442,0.158035636522
443,0.157529303963
444,0.157837403832
445,0.157511794165
446,0.157351847148
447,0.157316373929
448,0.157402108434
449,0.157821527072
450,0.157802293512
451,0.158077097547
452,0.158107580926
453,0.158232236174
454,0.157951807229
455,0.158092339236
456,0.15817263028
457,0.158316700537
458,0.1580076027
459,0.157881586587
460,0.15807591813
461,0.158014134853
462,0.158208466396
463,0.158005969662
464,0.157894287995
465,0.158012138917
466,0.158432011177
467,0.15845859341
468,0.158525820148
469,0.158371679489
470,0.158628701553
471,0.158362062709
472,0.158525547975
473,0.157897554072
474,0.157829510814
475,0.158062037306
476,0.157903632603
477,0.157837585281
478,0.157810458702
479,0.157927765278
480,0.157866707795
481,0.157967956162
482,0.158281862389
483,0.157875145159
484,0.158327496734
485,0.158132893018
486,0.157737062709
487,0.158538793729
488,0.157976121353
489,0.158384562346
490,0.158386467557
491,0.159121697634
492,0.158645485557
493,0.158884544201
494,0.158830018871
495,0.159200809261
496,0.158850794745
497,0.15920162578
498,0.158803708811
499,0.158564196545
500,0.158928908405
